승인취소구분,종목코드,시도코드,시군구코드,본인부담금액,바우처금액,승인금액,종목명,시작시간,종료시간,요일,강좌년도,예산구분,강좌월
1,03,51,51760,0,110000,110000,기타종목,08:00,21:00,1111111,2025,1,09
1,21,11,11545,0,5000,5000,탁구,13:00,15:00,1010100,2022,1,06
1,76,27,27260,0,110000,110000,복싱,12:00,22:00,1111100,2025,1,12
1,22,52,52130,0,110000,110000,태권도,10:00,12:00,1111100,2024,1,01
6,22,48,48220,0,-95000,-95000,태권도,12:00,22:00,1111100,2023,1,02
1,25,11,11470,0,110000,110000,헬스,10:00,20:00,1111110,2025,1,01
1,79,11,11530,0,95000,95000,필라테스,09:00,21:00,1111100,2023,1,05
1,111,26,26320,0,110000,110000,클라이밍(암벽등반),11:30,22:30,1111100,2025,1,10
1,04,41,41410,0,110000,110000,농구,10:00,12:00,0010000,2025,1,10
1,25,26,26440,0,25000,25000,헬스,06:00,21:50,1111110,2025,1,01
1,12,26,26290,0,44000,44000,수영,14:00,17:30,1111110,2023,1,09
1,10,11,11320,0,95000,95000,볼링,10:00,18:00,1111100,2023,1,03
1,03,11,11230,0,60000,60000,기타종목,17:00,18:20,1000000,2024,1,01
1,25,27,27140,0,110000,110000,헬스,09:00,21:00,1111110,2024,1,04
1,03,48,48220,0,110000,110000,기타종목,09:00,20:30,1111110,2026,1,01
3,25,50,50110,0,110000,110000,헬스,06:00,11:00,1111110,2025,1,10
1,111,52,52710,0,110000,110000,클라이밍(암벽등반),10:00,17:00,1111100,2025,1,02
1,25,26,26500,0,110000,110000,헬스,08:20,19:00,1111110,2025,1,12
1,77,11,11215,0,110000,110000,무용(발레 등),10:00,20:00,1111110,2026,1,01
1,79,26,26440,0,95000,95000,필라테스,08:30,21:00,1111100,2023,1,03
1,25,11,11260,0,22000,22000,헬스,06:00,21:50,1111110,2024,1,06
1,03,41,41500,0,110000,110000,기타종목,10:00,19:00,1111111,2026,1,04
1,02,46,46720,20000,110000,130000,골프,18:20,23:00,1111110,2024,1,01
1,02,48,48120,0,110000,110000,골프,10:00,12:00,1000100,2026,1,05
1,03,41,41110,0,80000,80000,기타종목,12:00,21:00,1111100,2021,1,07
1,79,52,52110,0,50000,50000,필라테스,10:00,10:50,0000100,2026,1,07
1,03,41,41410,0,95000,95000,기타종목,10:30,12:30,1010100,2023,1,07
1,03,51,51720,0,110000,110000,기타종목,09:00,19:00,1111111,2026,1,01
1,03,44,44130,0,110000,110000,기타종목,10:00,19:00,1111110,2026,1,07
1,03,47,47230,0,110000,110000,기타종목,09:00,20:00,1111110,2025,1,09
6,03,41,41550,0,-30500,-31000,기타종목,17:00,17:50,0100000,2024,1,05
1,25,28,28237,0,110000,110000,헬스,10:00,10:50,0100000,2025,1,06
1,03,28,28720,0,95000,95000,기타종목,10:00,19:30,1111110,2023,1,12
1,03,52,52110,0,60000,60000,기타종목,11:00,11:50,1000000,2025,1,10
1,12,41,41630,0,22000,22000,수영,12:00,12:50,0101000,2024,1,02
1,22,52,52110,0,110000,110000,태권도,09:40,17:00,1000100,2024,1,05
1,03,41,41820,0,110000,110000,기타종목,08:00,21:00,1111111,2025,1,07
1,78,47,47170,0,95000,95000,요가,10:00,11:00,0101000,2023,1,04
1,03,48,48250,0,110000,110000,기타종목,08:00,21:00,1111111,2025,1,11
1,03,41,41610,0,110000,110000,기타종목,10:00,11:00,0010000,2026,1,01
1,09,26,26350,0,19250,19250,배드민턴,19:00,19:50,1010100,2024,1,07
1,79,11,11500,0,110000,110000,필라테스,09:00,21:00,1111110,2025,1,08
1,78,48,48740,0,110000,110000,요가,14:00,15:00,0000100,2025,1,11
1,71,47,47130,0,95000,95000,승마,10:00,18:00,1011111,2023,1,09
1,21,52,52110,0,110000,110000,탁구,10:00,18:00,1111100,2025,1,03
1,22,11,11620,0,110000,110000,태권도,14:30,22:00,1111100,2026,1,03
1,25,26,26440,0,25000,25000,헬스,06:00,21:50,1111110,2024,1,12
1,106,41,41280,0,110000,110000,필라테스,00:00,00:00,1111111,2025,1,05
1,22,41,41590,0,110000,110000,태권도,10:00,22:00,1111110,2026,1,02
1,22,26,26290,0,50000,50000,태권도,10:30,11:30,0001000,2024,1,03
1,03,41,41310,0,20000,20000,기타종목,11:00,11:50,0111100,2024,1,03
1,03,11,11380,0,20000,20000,기타종목,14:00,16:00,0000100,2022,1,05
1,12,26,26320,0,110000,110000,수영,14:00,21:00,1111110,2026,1,01
1,03,44,44150,0,110000,110000,기타종목,13:00,20:30,1111100,2024,1,09
1,75,28,28245,0,110000,110000,합기도,07:00,23:00,1111100,2026,1,08
1,03,41,41220,0,110000,110000,기타종목,09:00,20:00,1111110,2025,1,11
1,25,28,28200,0,95000,95000,헬스,10:00,10:50,1000100,2023,1,05
1,22,11,11380,0,110000,110000,태권도,10:00,22:00,1111100,2025,1,11
1,26,43,43150,0,110000,110000,종합체육시설,11:00,18:00,1111110,2026,1,02
1,25,11,11110,0,51000,51000,헬스,06:00,20:30,1111110,2023,1,11
1,12,11,11440,0,27500,27500,수영,19:00,19:50,1010100,2024,1,01
1,04,11,11680,17000,17000,33000,농구,17:00,17:50,0010000,2024,1,03
1,03,43,43110,0,110000,110000,기타종목,10:00,20:00,1111100,2024,1,10
1,82,29,29170,0,110000,110000,기타종목,00:00,00:00,1111111,2025,1,03
3,17,43,43740,0,110000,110000,유도,17:00,20:00,1111100,2025,1,05
1,03,12,12300,0,110000,110000,기타종목,00:00,00:00,1111110,2026,1,03
1,12,26,26290,0,71500,71500,수영,17:00,18:50,1111100,2025,1,09
1,79,47,47820,0,110000,110000,필라테스,14:00,21:00,0101011,2025,1,12
1,27,41,41220,0,110000,110000,줄넘기,18:00,18:50,0001000,2025,1,11
1,07,26,26710,0,85000,85000,댄스(줌바 등),10:00,11:30,0001000,2022,1,02
3,79,52,52800,0,110000,110000,필라테스,09:30,20:30,1111100,2025,1,01
1,07,41,41610,0,85000,85000,댄스(줌바 등),15:30,16:30,0100000,2022,1,07
1,25,26,26290,0,22000,22000,헬스,06:00,21:00,1111110,2026,1,07
3,76,11,11350,0,110000,110000,복싱,15:30,21:30,1111100,2024,1,11
1,22,41,41390,0,110000,110000,태권도,13:50,18:50,1111100,2025,1,08
1,12,11,11290,0,110000,110000,수영,09:00,16:00,0000010,2026,1,06
1,25,11,11710,0,27500,27500,헬스,06:00,21:30,1111100,2026,1,07
1,25,52,52110,0,110000,110000,헬스,06:00,23:00,1111110,2026,1,02
1,10,41,41550,0,110000,110000,볼링,13:00,16:00,1111100,2025,1,01
1,03,41,41610,0,110000,110000,기타종목,10:00,11:00,0010000,2025,1,06
1,25,11,11305,0,22500,22500,헬스,06:00,21:00,1111111,2025,1,06
1,76,28,28237,0,110000,110000,복싱,10:00,21:30,1000001,2026,1,08
3,12,11,11200,0,24000,24000,수영,10:00,10:50,0101010,2025,1,01
1,25,11,11560,0,27250,27250,헬스,06:00,20:50,1111100,2026,1,06
1,82,41,41280,0,110000,110000,기타종목,09:00,18:00,1111110,2025,1,12
1,04,11,11740,0,19250,19250,농구,19:00,19:50,0101000,2023,1,03
1,07,44,44200,0,110000,110000,댄스(줌바 등),10:00,11:00,0000100,2026,1,07
1,02,26,26110,0,48000,48000,골프,10:00,17:50,0000010,2026,1,04
3,22,47,47850,0,110000,110000,태권도,09:00,08:50,1111100,2025,1,08
1,03,41,41630,0,110000,110000,기타종목,09:00,20:00,1111111,2024,1,03
1,12,11,11215,0,33000,33000,수영,06:00,20:50,1111110,2022,1,10
1,79,43,43130,0,110000,110000,필라테스,09:30,04:00,1111100,2025,1,01
3,21,27,27200,0,95000,95000,탁구,13:00,20:00,1111110,2024,1,03
1,14,52,52110,0,60000,60000,에어로빅,13:30,14:20,0010000,2026,1,02
1,03,11,11530,30000,110000,140000,기타종목,08:30,22:00,1111110,2025,1,07
1,22,44,44810,0,110000,110000,태권도,14:00,16:00,1111100,2024,1,04
1,25,48,48120,0,95000,95000,헬스,00:00,00:00,1111111,2023,1,05
1,03,11,11350,0,110000,110000,기타종목,10:00,10:50,0000100,2025,1,02
1,22,41,41220,0,110000,110000,태권도,09:00,21:00,1111111,2026,1,04
1,03,41,41570,0,110000,110000,기타종목,09:00,19:00,1111110,2024,1,11
1,03,43,43745,0,110000,110000,기타종목,13:00,20:00,1111100,2024,1,09
1,02,44,44130,40000,110000,150000,골프,06:00,23:00,1111111,2024,1,06
1,03,43,43130,0,95000,95000,기타종목,10:00,20:00,1111110,2023,1,06
1,10,27,27260,0,95000,95000,볼링,11:00,12:00,0001000,2023,1,09
1,07,52,52110,0,50000,50000,댄스(줌바 등),13:00,14:00,0001000,2026,1,04
1,25,11,11380,0,41500,41500,헬스,06:00,18:00,1111110,2023,1,12
1,03,28,28200,0,110000,110000,기타종목,13:00,20:00,1111110,2025,1,04
1,03,41,41280,0,95000,95000,기타종목,10:00,19:00,1111110,2023,1,07
1,25,30,30170,0,110000,110000,헬스,00:00,00:00,1111111,2024,1,01
1,22,41,41500,0,110000,110000,태권도,09:00,13:00,1111100,2025,1,09
1,25,48,48120,0,110000,110000,헬스,05:00,23:55,1111110,2026,1,04
1,03,41,41670,0,110000,110000,기타종목,09:00,20:00,1111110,2024,1,07
3,25,11,11650,0,85000,85000,헬스,06:00,21:00,1111110,2022,1,04
1,82,41,41280,0,110000,110000,기타종목,09:00,18:00,1111110,2025,1,07
1,09,11,11710,0,110000,110000,배드민턴,10:00,21:00,1111111,2024,1,09
1,79,27,27230,15000,95000,110000,필라테스,08:00,20:00,1111111,2023,1,06
1,25,26,26230,0,44000,44000,헬스,06:00,21:00,1111110,2026,1,07
1,03,52,52130,0,110000,110000,기타종목,09:00,18:00,1111110,2025,1,09
1,03,31,31710,0,110000,110000,기타종목,14:00,14:50,0100000,2025,1,05
1,10,30,30110,0,110000,110000,볼링,18:00,21:00,1110000,2025,1,12
1,79,41,41220,0,110000,110000,필라테스,09:00,22:00,1111100,2025,1,03
1,07,46,46130,0,95000,95000,댄스(줌바 등),10:00,12:00,1111111,2023,1,11
1,03,41,41610,0,110000,110000,기타종목,15:40,16:40,0010000,2026,1,08
1,03,41,41480,0,85000,85000,기타종목,10:00,19:00,1111110,2022,1,08
1,03,51,51150,0,110000,110000,기타종목,16:00,17:00,0010100,2025,1,07
1,25,27,27710,0,110000,110000,헬스,00:00,23:55,1111111,2026,1,03
1,21,48,48240,0,15000,15000,탁구,09:00,17:30,1111100,2025,1,10
1,12,51,51150,0,110000,110000,수영,09:00,19:00,1111110,2026,1,04
1,26,41,41460,0,110000,110000,종합체육시설,09:00,20:00,1111110,2024,1,04
1,25,26,26260,0,48400,48400,헬스,06:00,21:50,1111110,2025,1,10
1,03,31,31140,0,110000,110000,기타종목,14:00,15:20,0010000,2024,1,09
1,27,41,41220,0,110000,110000,줄넘기,18:00,18:50,0001000,2025,1,09
3,12,52,52130,110000,110000,220000,수영,13:30,16:30,1111110,2025,1,07
1,21,41,41210,30000,110000,140000,탁구,09:00,22:00,1111110,2024,1,02
1,22,27,27170,0,110000,110000,태권도,11:00,16:00,1111100,2024,1,08
1,03,11,11530,0,110000,110000,기타종목,11:00,20:00,1111110,2025,1,08
1,22,43,43110,0,110000,110000,태권도,10:30,11:30,0000010,2024,1,09
1,03,41,41610,0,110000,110000,기타종목,10:00,21:00,1111110,2026,1,03
1,03,41,41360,0,110000,110000,기타종목,13:00,16:00,0001100,2025,1,11
1,25,48,48170,0,110000,110000,헬스,19:00,20:00,0001000,2026,1,01
1,25,28,28200,0,110000,110000,헬스,06:00,23:00,1111110,2025,1,06
1,10,52,52210,0,95000,95000,볼링,13:00,14:30,1111100,2023,1,11
1,09,41,41610,0,110000,110000,배드민턴,15:30,16:30,0001000,2024,1,07
1,03,30,30170,0,110000,110000,기타종목,11:00,12:00,0001000,2026,1,01
1,03,48,48740,0,110000,110000,기타종목,10:00,18:00,1111100,2026,1,05
1,12,26,26290,0,26400,26400,수영,11:00,11:50,0101000,2025,1,03
1,12,48,48870,0,63000,63000,수영,13:00,21:40,0111111,2024,1,10
1,10,41,41410,0,40000,40000,볼링,15:30,16:30,0001000,2025,1,05
1,10,44,44790,0,110000,110000,볼링,18:00,22:00,1111000,2025,1,06
1,79,27,27260,0,110000,110000,필라테스,19:00,19:50,1010100,2025,1,10
1,82,41,41570,0,110000,110000,기타종목,09:00,18:00,1111110,2025,1,05
1,03,12,12300,0,110000,110000,기타종목,00:00,00:00,1111110,2026,1,03
1,03,41,41820,0,110000,110000,기타종목,08:00,19:00,1111110,2026,1,07
1,12,28,28260,0,24500,24500,수영,19:00,19:50,0101000,2024,1,08
3,03,28,28170,0,110000,110000,기타종목,11:00,20:00,1111110,2025,1,06
1,22,46,46870,0,95000,95000,태권도,09:50,10:50,1100000,2022,1,10
1,03,41,41610,0,110000,110000,기타종목,12:00,19:00,1111110,2025,1,07
1,03,41,41110,0,110000,110000,기타종목,09:00,20:00,1111111,2024,1,03
1,01,26,26380,0,85000,85000,검도,14:30,20:30,1000100,2022,1,09
1,71,41,41110,20000,45000,65000,승마,10:00,18:00,1111110,2025,1,12
3,25,31,31170,0,80000,80000,헬스,06:00,22:00,1111110,2025,1,02
1,09,26,26500,0,48400,48400,배드민턴,16:00,17:50,1111100,2022,1,07
1,07,41,41630,0,85000,85000,댄스(줌바 등),09:20,12:00,1111100,2022,1,06
1,03,11,11215,0,20000,20000,기타종목,10:00,10:50,0111100,2025,1,09
1,22,41,41360,0,110000,110000,태권도,02:00,13:00,1111100,2025,1,03
1,110,41,41670,0,110000,110000,주짓수,19:30,20:30,1111100,2026,1,09
1,03,41,41390,0,110000,110000,기타종목,10:00,19:00,1111110,2026,1,02
3,21,41,41360,0,110000,110000,탁구,13:00,18:00,0010000,2025,1,10
1,03,27,27110,22000,110000,132000,기타종목,09:00,21:00,1111100,2024,1,07
1,21,52,52800,0,110000,110000,탁구,19:30,21:30,1010100,2025,1,10
1,82,28,28237,0,110000,110000,기타종목,00:00,00:00,1111111,2026,1,03
1,03,51,51730,0,110000,110000,기타종목,15:00,15:30,0100000,2026,1,04
1,03,28,28170,0,110000,110000,기타종목,10:00,19:00,1111110,2026,1,02
1,03,11,11650,0,110000,110000,기타종목,10:00,19:00,1111110,2024,1,11
1,03,27,27200,0,110000,110000,기타종목,11:00,19:00,1111111,2024,1,09
1,03,44,44800,0,95000,95000,기타종목,15:00,18:00,1111110,2023,1,06
1,03,11,11470,0,110000,110000,기타종목,13:00,18:00,1111100,2025,1,05
3,12,41,41110,0,110000,110000,수영,15:00,15:50,0000010,2025,1,02
1,03,28,28720,0,110000,110000,기타종목,10:00,19:00,1111110,2026,1,10
1,02,12,12740,0,110000,110000,골프,14:00,15:00,0101000,2026,1,07
1,03,11,11500,0,95000,95000,기타종목,09:00,19:00,1111110,2023,1,11
1,25,27,27710,0,50000,50000,헬스,06:00,22:00,1111110,2024,1,10
1,03,47,47110,0,110000,110000,기타종목,09:00,06:00,1111100,2024,1,04
1,09,41,41410,0,16000,16000,배드민턴,13:00,14:50,0101000,2025,1,01
1,75,41,41650,0,110000,110000,합기도,09:30,12:00,1111100,2025,1,03
1,26,11,11500,0,110000,110000,종합체육시설,10:00,20:00,1111110,2026,1,04
1,78,48,48740,0,110000,110000,요가,14:00,15:00,0000100,2025,1,05
1,22,28,28245,0,110000,110000,태권도,12:00,22:00,1111100,2025,1,10
1,03,48,48240,0,15000,15000,기타종목,09:00,18:00,1111100,2025,1,01
1,03,43,43130,0,95000,95000,기타종목,10:00,20:00,1111110,2023,1,08
1,20,12,12110,0,110000,110000,축구(풋살),00:00,23:55,1111111,2026,1,02
3,25,44,44150,0,95000,95000,헬스,14:00,15:00,1111100,2023,1,07
1,14,52,52110,0,50000,50000,에어로빅,14:00,14:50,0010000,2025,1,10
1,79,11,11380,0,110000,110000,필라테스,10:00,10:50,1111100,2024,1,01
1,78,51,51130,18000,110000,128000,요가,06:00,21:00,1111100,2026,1,04
1,79,11,11620,0,110000,110000,필라테스,10:00,19:30,0111110,2024,1,05
1,25,11,11500,0,51000,51000,헬스,15:00,16:50,1111100,2022,1,06
1,82,12,12330,0,110000,110000,기타종목,00:00,00:00,1111111,2026,1,07
1,25,27,27140,0,95000,95000,헬스,09:00,21:00,1111110,2023,1,10
1,71,41,41360,0,95000,95000,승마,08:00,18:00,1111111,2023,1,07
1,21,27,27230,0,95000,95000,탁구,13:00,21:00,1111110,2023,1,07
1,03,41,41280,0,110000,110000,기타종목,10:00,10:50,0010000,2024,1,08
1,22,29,29140,0,110000,110000,태권도,10:00,22:00,1111100,2024,1,01
1,03,41,41130,0,110000,110000,기타종목,09:00,21:00,1111111,2026,1,08
1,10,52,52210,0,110000,110000,볼링,13:00,14:30,1111100,2024,1,08
1,03,41,41590,0,110000,110000,기타종목,10:00,20:00,1111110,2024,1,05
1,22,26,26320,0,110000,110000,태권도,14:00,14:50,1000000,2024,1,05
1,22,41,41360,0,110000,110000,태권도,10:00,21:00,1111100,2025,1,03
1,03,43,43150,0,110000,110000,기타종목,14:30,15:30,0010100,2024,1,07
1,112,26,26410,0,110000,110000,당구,10:00,12:00,1100000,2025,1,02
1,21,11,11380,0,110000,110000,탁구,09:00,13:30,1111110,2025,1,08
1,71,52,52140,0,110000,110000,승마,09:00,18:00,0111111,2025,1,11
2,79,41,41150,0,-110000,-110000,필라테스,06:00,00:00,1111111,2024,1,03
1,03,29,29155,0,110000,110000,기타종목,00:00,00:00,1111111,2025,1,08
1,12,41,41590,0,95000,95000,수영,10:00,21:00,1111110,2024,1,01
1,03,48,48120,0,110000,110000,기타종목,09:00,18:00,1111100,2025,1,08
1,04,41,41610,10000,110000,120000,농구,17:00,17:50,0100010,2024,1,08
1,02,26,26230,0,60000,60000,골프,10:00,11:30,0000010,2024,1,01
1,12,48,48170,0,90000,90000,수영,15:00,20:00,1111100,2024,1,10
1,22,43,43110,0,110000,110000,태권도,12:00,21:00,1111100,2025,1,03
1,79,28,28185,0,110000,110000,필라테스,09:00,09:00,1111111,2025,1,05
1,12,28,28260,0,110000,110000,수영,15:30,20:30,1111111,2024,1,05
1,02,26,26530,0,110000,110000,골프,15:00,17:00,0100000,2025,1,11
1,10,30,30170,0,95000,95000,볼링,17:00,19:00,1011000,2023,1,08
1,21,41,41360,0,110000,110000,탁구,10:00,22:00,1111111,2026,1,09
1,79,41,41550,22000,110000,132000,필라테스,19:00,21:00,1111111,2026,1,03
1,07,11,11200,0,30500,30500,댄스(줌바 등),10:00,10:50,1111100,2024,1,04
1,21,51,51170,0,110000,110000,탁구,10:00,12:00,0100100,2024,1,08
1,25,52,52110,0,110000,110000,헬스,05:30,23:55,1111111,2026,1,04
1,12,41,41360,0,27500,27500,수영,21:00,21:50,1010100,2023,1,07
1,03,47,47290,0,110000,110000,기타종목,10:00,20:00,1111111,2025,1,01
3,21,41,41130,0,95000,95000,탁구,11:00,12:00,1111100,2023,1,03
1,03,30,30230,0,110000,110000,기타종목,09:30,19:10,1111110,2025,1,07
1,12,26,26230,0,71000,71000,수영,18:00,18:50,1010100,2023,1,12
1,25,11,11740,0,95000,95000,헬스,09:00,18:00,1111100,2023,1,12
1,21,41,41590,120000,110000,230000,탁구,10:00,21:00,1111000,2024,1,09
1,03,26,26350,0,110000,110000,기타종목,09:00,22:00,1111110,2024,1,06
1,22,26,26350,0,110000,110000,태권도,02:00,09:00,1111100,2026,1,06
1,12,11,11170,0,21500,21500,수영,10:00,10:50,0101000,2024,1,03
1,12,52,52140,0,66000,66000,수영,06:00,22:00,1111100,2024,1,12
1,03,44,44210,0,95000,95000,기타종목,13:00,18:00,1111110,2023,1,11
1,25,41,41110,0,110000,110000,헬스,10:00,22:00,1111100,2024,1,10
1,03,47,47290,0,110000,110000,기타종목,18:30,19:30,1000000,2024,1,03
1,22,46,46150,0,85000,85000,태권도,11:00,21:00,1010100,2022,1,04
1,07,26,26230,0,110000,110000,댄스(줌바 등),09:00,20:00,0001000,2025,1,07
1,10,30,30140,0,85000,85000,볼링,15:00,16:00,0100100,2022,1,07
1,82,41,41220,0,110000,110000,기타종목,00:00,00:00,1111111,2024,1,08
1,22,48,48120,0,110000,110000,태권도,13:00,22:00,1111111,2025,1,10
1,03,41,41310,110000,110000,220000,기타종목,13:00,20:00,1111110,2026,1,03
1,78,47,47170,0,85000,85000,요가,10:00,11:00,0101000,2022,1,07
1,22,41,41550,0,95000,95000,태권도,10:00,11:00,1001000,2023,1,10
1,25,30,30140,0,110000,110000,헬스,06:30,23:00,1111100,2024,1,08
1,25,48,48250,0,90000,90000,헬스,05:00,23:00,1111111,2023,1,12
1,25,48,48120,0,95000,95000,헬스,09:00,18:00,1111100,2023,1,02
1,22,41,41310,0,110000,110000,태권도,14:20,21:00,1111100,2024,1,07
2,25,11,11560,0,-22000,-22000,헬스,06:00,21:50,1111111,2025,1,01
1,03,41,41610,0,110000,110000,기타종목,15:40,16:40,0010000,2025,1,03
1,26,52,52140,0,55000,55000,종합체육시설,14:00,14:50,0001000,2025,1,07
1,06,26,26500,0,110000,110000,롤러인라인,16:30,19:00,0010000,2026,1,07
1,22,41,41150,0,80000,80000,태권도,18:30,19:30,1111100,2020,1,09
1,21,31,31110,40000,110000,150000,탁구,11:00,18:00,1111100,2024,1,01
1,03,27,27140,0,110000,110000,기타종목,10:30,11:20,1010100,2026,1,07
3,10,26,26440,0,110000,110000,볼링,11:30,18:00,1111100,2026,1,10
1,03,26,26290,0,110000,110000,기타종목,10:00,22:00,1111111,2024,1,09
1,20,41,41190,0,110000,110000,축구(풋살),10:30,12:00,0000010,2025,1,09
1,03,28,28720,0,110000,110000,기타종목,10:00,19:00,1111110,2025,1,07
1,12,43,43130,0,35000,35000,수영,06:00,21:00,1111110,2023,1,04
1,71,41,41360,0,110000,110000,승마,08:00,17:00,1111111,2025,1,05
1,10,47,47110,0,95000,95000,볼링,10:00,17:00,1111100,2023,1,04
1,22,51,51210,0,110000,110000,태권도,15:00,21:30,1111100,2026,1,07
1,03,43,43130,0,95000,95000,기타종목,10:00,20:00,1111110,2023,1,02
